symbol,name,sector,industry,market_cap,country
ANSS,"ANSYS, Inc.",Information Technology,Software,Large Cap,United States
ANSU,Amanasu Techno Holdings Corporation,Financials,Diversified Financial Services,Nano Cap,United States
ANTH,"Anthera Pharmaceuticals, Inc.",Health Care,Biotechnology,Nano Cap,United States
ANTI,"Antigenics, Inc.",Health Care,Biotechnology,,United States
ANTM,"Anthem, Inc.",Health Care,Health Care Providers & Services,Large Cap,United States
ANTX,AN2 Therapeutics Inc. Common Stock,Health Care,Biotechnology,Nano Cap,United States
ANVS,Annovis Bio Inc,Health Care,Biotechnology,Micro Cap,United States
ANZU,Anzu Special Acquisition Corp I,Financials,Diversified Financial Services,Nano Cap,United States
ANZUU,Anzu Special Acquisition Corp I,Financials,Diversified Financial Services,Nano Cap,United States
ANZUW,Anzu Special Acquisition Corp I,Financials,Diversified Financial Services,Nano Cap,United States
AOGO,Arogo Capital Acquisition Corp. Class A Common Stock,Financials,Diversified Financial Services,Nano Cap,United States
AOGOU,Arogo Capital Acquisition Corp. Unit,Financials,Diversified Financial Services,Nano Cap,United States
AOGOW,Arogo Capital Acquisition Corp. Warrant,Financials,Diversified Financial Services,Nano Cap,United States
AOLS,"Aeolus Pharmaceuticals, Inc.",Health Care,Pharmaceuticals,Nano Cap,United States
AOMD,Angel Oak Mortgage REIT Inc. 9.750% Senior Notes due 2030,Real Estate,Real Estate Management & Development,Nano Cap,United States
AOMN,Angel Oak Mortgage REIT Inc. 9.500% Senior Notes due 2029,Real Estate,Real Estate Management & Development,Nano Cap,United States
AOMR,Angel Oak Mortgage REIT Inc. Common Stock,Real Estate,Equity Real Estate Investment Trusts (REITs),Micro Cap,United States
AONC,American Oncology Network Inc. Class A Common Stock,Health Care,,Micro Cap,United States
AONCW,American Oncology Network Inc. Warrant,Health Care,Health Care Equipment & Supplies,Nano Cap,United States
AORT,Artivion Inc. Common Stock,Health Care,Health Care Technology,Small Cap,United States
AOS,A.O. Smith Corporation,Industrials,Machinery,Large Cap,United States
AOSL,Alpha and Omega Semiconductor Limited,Information Technology,Semiconductors & Semiconductor Equipment,Small Cap,United States
AOUT,"American Outdoor Brands, Inc.",Consumer Discretionary,"Hotels, Restaurants & Leisure",Micro Cap,United States
AOXY,"Advanced Oxygen Technologies, Inc.",Real Estate,Real Estate Management & Development,Nano Cap,United States
AP,Ampco-Pittsburgh Corporation,Industrials,Building Products,Micro Cap,United States
AP-WT,Ampco-Pittsburgh Corporation,Industrials,Building Products,Micro Cap,United States
APA,APA Corporation,Energy,"Oil, Gas & Consumable Fuels",Large Cap,United States
APAC,StoneBridge Acquisition Corporation Class A Ordinary Shares,Financials,Diversified Financial Services,Nano Cap,United States
APACU,StoneBridge Acquisition Corporation Unit,Financials,Diversified Financial Services,Nano Cap,United States
APACW,StoneBridge Acquisition Corporation Warrant,Financials,Diversified Financial Services,Nano Cap,United States
APAM,Artisan Partners Asset Management Inc.,Financials,Capital Markets,Mid Cap,United States
APC,ARKO Petroleum Corp. Class A Common Stock,Energy,"Oil, Gas & Consumable Fuels",Small Cap,United States
APCX,AppTech Corp.,Information Technology,Software,Nano Cap,United States
APCXW,AppTech Payments Corp. Warrant,Information Technology,Software,Nano Cap,United States
APD,"Air Products and Chemicals, Inc.",Materials,Chemicals,Large Cap,United States
APDN,"Applied DNA Sciences, Inc.",Health Care,Biotechnology,Nano Cap,United States
APEI,"American Public Education, Inc.",Consumer Staples,Household Products,Small Cap,United States
APEN,"Apollo Endosurgery, Inc.",Health Care,Health Care Technology,Micro Cap,United States
APG,APi Group Corporation,Industrials,Construction & Engineering,Large Cap,United States
APGB,Apollo Strategic Growth Capital,Financials,Diversified Financial Services,Nano Cap,United States
APGB-UN,Apollo Strategic Growth Capital,Financials,Diversified Financial Services,Small Cap,United States
APGB-WT,Apollo Strategic Growth Capital,Financials,Diversified Financial Services,Small Cap,United States
APGE,Apogee Therapeutics Inc. Common Stock,Health Care,Biotechnology,Mid Cap,United States
APGI,American Power Group Corporation,Industrials,Machinery,Nano Cap,United States
APGN,Apexigen Inc. Common Stock,Health Care,Biotechnology,Nano Cap,United States
APGNW,Apexigen Inc. Warrant,Health Care,Biotechnology,Nano Cap,United States
APH,Amphenol Corporation Class A,Information Technology,"Electronic Equipment, Instruments & Components",Large Cap,United States
APHE,"Alpha Energy, Inc.",Energy,"Oil, Gas & Consumable Fuels",Micro Cap,United States
APLD,"Applied Science Products, Inc.",Industrials,Aerospace & Defense,Mid Cap,United States
APLE,"Apple Hospitality REIT, Inc.",Real Estate,Equity Real Estate Investment Trusts (REITs),Mid Cap,United States
APLM,Apollomics Inc. Class A Ordinary Shares,Financials,Diversified Financial Services,Nano Cap,United States
APLMW,Apollomics Inc. Warrant,Financials,Diversified Financial Services,Nano Cap,United States
APLO,"Apollo Bancorp, Inc.",Financials,Banks,Nano Cap,United States
APLS,"Apellis Pharmaceuticals, Inc.",Health Care,Biotechnology,Mid Cap,United States
APLT,"APPLIED THERAPEUTICS, INC.",Health Care,Biotechnology,Nano Cap,United States
APMC,AmperCap Acquisition Company Ordinary Shares,Financials,Diversified Financial Services,Nano Cap,United States
APMCR,AmperCap Acquisition Company Right,Financials,Diversified Financial Services,Nano Cap,United States
APMI,AxonPrime Infrastructure Acquisition Corporation Class A Common Stock,Financials,Diversified Financial Services,Nano Cap,United States
APMIU,AxonPrime Infrastructure Acquisition Corporation Unit,Financials,Diversified Financial Services,Nano Cap,United States
APMIW,AxonPrime Infrastructure Acquisition Corporation Warrants,Financials,Diversified Financial Services,Nano Cap,United States
APO,"Apollo Global Management, Inc.",Financials,Capital Markets,Large Cap,United States
APO-PA,"Apollo Global Management, Inc.",Financials,Capital Markets,Large Cap,United States
APO-PB,"Apollo Global Management, Inc.",Financials,Capital Markets,Large Cap,United States
APOG,"Apogee Enterprises, Inc.",Industrials,Building Products,Small Cap,United States
APP,AppLovin Corp. Class A,Information Technology,Software,Large Cap,United States
APPB,Applied Biosciences Corp.,Health Care,Pharmaceuticals,Nano Cap,United States
APPF,"AppFolio, Inc.",Information Technology,Software,Mid Cap,United States
APPH,"AppHarvest, Inc.",Consumer Staples,Household Products,Nano Cap,United States
APPHW,"AppHarvest, Inc.",Consumer Staples,Household Products,Nano Cap,United States
APPM,"Apparel Manufacturing Associates, Inc.",Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Nano Cap,United States
APPN,Appian Corporation Class A,Information Technology,Software,Small Cap,United States
APPS,"Digital Turbine, Inc.",Information Technology,Software,Small Cap,United States
APPZ,"Monster Arts, Inc.",Information Technology,Software,Nano Cap,United States
APQT,Appliqate Inc.,Information Technology,IT Services,Nano Cap,United States
APR,"Apria, Inc.",Health Care,Health Care Equipment & Supplies,Small Cap,United States
APRCP,Alabama Power Company,Utilities,Electric Utilities,Small Cap,United States
APRDM,Alabama Power Company,Utilities,Electric Utilities,Small Cap,United States
APRDN,Alabama Power Company,Utilities,Electric Utilities,Small Cap,United States
APRDO,Alabama Power Company,Utilities,Electric Utilities,Small Cap,United States
APRDP,Alabama Power Company,Utilities,Electric Utilities,Small Cap,United States
APRE,"Aprea Therapeutics, Inc.",Health Care,Biotechnology,Nano Cap,United States
APRN,"Blue Apron Holdings, Inc.",Consumer Discretionary,Internet & Direct Marketing Retail,Micro Cap,United States
APRO,"Allegiant Professional Business Services, Inc.",Industrials,Professional Services,Nano Cap,United States
APRU,"Apple Rush Company, Inc.",Consumer Staples,Beverages,,United States
APSG,Apollo Strategic Growth Capital,Financials,Diversified Financial Services,Small Cap,United States
APSG-UN,Apollo Strategic Growth Capital,Financials,Diversified Financial Services,Small Cap,United States
APSG-WT,Apollo Strategic Growth Capital,Financials,Diversified Financial Services,Small Cap,United States
APSGU,Apollo Strategic Growth Capital,Financials,Diversified Financial Services,Small Cap,United States
APTM,Alpha Partners Technology Merger Corp. Class A Ordinary Shares,Financials,,Nano Cap,United States
APTMU,Alpha Partners Technology Merger Corp. Unit,Financials,,Nano Cap,United States
APTMW,Alpha Partners Technology Merger Corp. Warrant,Financials,,Nano Cap,United States
APTS,"Preferred Apartment Communities, Inc.",Real Estate,Equity Real Estate Investment Trusts (REITs),Small Cap,United States
APTX,Aptinyx Inc.,Health Care,Biotechnology,Nano Cap,United States
APTXU,APEX TECHNOLOGY ACQUISITION CORP,Financials,Diversified Financial Services,Small Cap,United States
APTY,"APT Systems, Inc.",Information Technology,Software,Nano Cap,United States
APUR,Aperture AC Class A Ordinary Shares,Financials,Diversified Financial Services,Nano Cap,United States
APURR,Aperture AC Rights,Financials,Diversified Financial Services,Nano Cap,United States
APURU,Aperture AC Unit,Financials,Diversified Financial Services,Nano Cap,United States
APUS,Apimeds Pharmaceuticals US Inc. Common Stock,Health Care,Biotechnology,Nano Cap,United States
APVO,Aptevo Therapeutics Inc.,Health Care,Biotechnology,Nano Cap,United States
APVS,"Applied Visual Sciences, Inc.",Information Technology,Software,Nano Cap,United States
APWL,"Advanced Powerline Technologies, Inc.",Information Technology,"Electronic Equipment, Instruments & Components",Nano Cap,United States
APXT,APEX TECHNOLOGY ACQUISITION CORP,Financials,Diversified Financial Services,Nano Cap,United States
APXTU,APEX TECHNOLOGY ACQUISITION CORP,Financials,Diversified Financial Services,Nano Cap,United States
APXTW,APEX TECHNOLOGY ACQUISITION CORP,Financials,Diversified Financial Services,Nano Cap,United States
APYI,Aspyra Inc.,Health Care,Health Care Providers & Services,Nano Cap,United States
APYP,"AppYea, Inc.",Information Technology,Software,Nano Cap,United States
APYX,Apyx Medical Corporation,Health Care,Health Care Technology,Micro Cap,United States
AQB,"AquaBounty Technologies, Inc.",Consumer Staples,Household Products,Nano Cap,United States
AQBN,"Diamond Energy Partners, Inc.",Energy,,Nano Cap,United States
AQFH,"Aquesta Financial Holdings, Inc.",Financials,Banks,Micro Cap,United States
AQIS,"Aquis Communications Group, Inc.",Communication Services,,Nano Cap,United States
AQMS,"Aqua Metals, Inc.",Industrials,Transportation Infrastructure,Nano Cap,United States
AQQSQ,"American Spectrum Realty, Inc.",Real Estate,Real Estate Management & Development,Nano Cap,United States
AQSP,Acquired Sales Corp.,Consumer Staples,Household Products,Nano Cap,United States
AQST,"Aquestive Therapeutics, Inc.",Health Care,Pharmaceuticals,Small Cap,United States
AQU,Aquaron Acquisition Corp. Common Stock,Financials,Diversified Financial Services,Nano Cap,United States
AQUA,EVOQUA WATER TECHNOLOGIES CORP.,Industrials,Construction & Engineering,Mid Cap,United States
AQUNR,Aquaron Acquisition Corp. Rights,Financials,Diversified Financial Services,Nano Cap,United States
AQUNU,Aquaron Acquisition Corp. Units,Financials,Diversified Financial Services,Nano Cap,United States
AR,Antero Resources Corporation,Energy,"Oil, Gas & Consumable Fuels",Large Cap,United States
ARAI,Arrive AI Inc. Common Stock,Industrials,Professional Services,Nano Cap,United States
ARAO,"AuraSource, Inc.",Utilities,Multi-Utilities,Nano Cap,United States
ARAT,Arax Holdings Corp.,Financials,Diversified Financial Services,Nano Cap,United States
ARAV,"Aravive, Inc.",Health Care,Biotechnology,Nano Cap,United States
ARAY,Accuray Incorporated,Health Care,Health Care Technology,Micro Cap,United States
ARBG,Aequi Acquisition Corp.,Financials,Diversified Financial Services,Nano Cap,United States
ARBGU,Aequi Acquisition Corp.,Financials,Diversified Financial Services,Nano Cap,United States
ARBGW,Aequi Acquisition Corp.,Financials,Diversified Financial Services,Nano Cap,United States
ARBI,"Arbios Systems, Inc.",Health Care,,Nano Cap,United States
ARBV,American Riviera Bank,Financials,Banks,Nano Cap,United States
ARC,"ARC Document Solutions, Inc.",Industrials,Professional Services,Micro Cap,United States
ARCB,ArcBest Corporation,Industrials,Transportation Infrastructure,Mid Cap,United States
ARCC,Ares Capital Corporation,Financials,Capital Markets,Large Cap,United States
ARCH,"ARCH RESOURCES, INC.",Materials,Metals & Mining,Mid Cap,United States
ARCLU,ARC Group Acquisition I Corp Unit,Financials,Diversified Financial Services,Nano Cap,United States
ARCS,Arcis Resources Corporation,Information Technology,Software,Nano Cap,United States
ARCT,Arcturus Therapeutics Holdings Inc.,Health Care,Biotechnology,Micro Cap,United States
ARCW,"ARC Group Worldwide, Inc.",Industrials,Building Products,Nano Cap,United States
ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",Financials,Capital Markets,Micro Cap,United States
ARDS,"Aridis Pharmaceuticals, Inc.",Health Care,Biotechnology,Nano Cap,United States
ARDT,Ardent Health Partners Inc. Common Stock,Health Care,,Small Cap,United States
ARDX,"Ardelyx, Inc.",Health Care,Biotechnology,Small Cap,United States
ARE,"Alexandria Real Estate Equities, Inc.",Real Estate,Equity Real Estate Investment Trusts (REITs),Mid Cap,United States
AREB,"American Rebel Holdings, Inc.",Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Nano Cap,United States
AREBW,American Rebel Holdings Inc. Warrants,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Nano Cap,United States
AREC,American Resources Corporation,Materials,Metals & Mining,Small Cap,United States
AREN,The Arena Group Holdings Inc. Common Stock,Communication Services,Diversified Telecommunication Services,Micro Cap,United States
ARES,Ares Management Corporation,Financials,Capital Markets,Large Cap,United States
ARES-PA,Ares Management Corporation,Financials,Capital Markets,Mid Cap,United States
ARES^B,Ares Management Corporation 6.75% Series B Mandatory Convertible Preferred Stock,Financials,,,United States
ARET,"Arete Industries, Inc.",Energy,"Oil, Gas & Consumable Fuels",Nano Cap,United States
ARGC,Arion Group Corp.,Industrials,Professional Services,Nano Cap,United States
ARGL,"Argyle Security, Inc.",Industrials,Professional Services,Nano Cap,United States
ARGW,Argus Worldwide Corp.,Information Technology,,,United States
ARHH,Assure Holdings Corp.,Health Care,Health Care Equipment & Supplies,Micro Cap,United States
ARHN,Archon Corporation,Consumer Discretionary,"Hotels, Restaurants & Leisure",Micro Cap,United States
ARHS,Arhaus Inc. Class A Common Stock,Industrials,Building Products,Small Cap,United States
ARHTF,RH,Consumer Discretionary,Specialty Retail,Large Cap,United States
ARI,"Apollo Commercial Real Estate Finance, Inc.",Real Estate,Equity Real Estate Investment Trusts (REITs),Small Cap,United States
ARIZ,Arisz Acquisition Corp. Common Stock,Financials,Diversified Financial Services,Nano Cap,United States
ARIZR,Arisz Acquisition Corp. Right,Financials,Diversified Financial Services,Nano Cap,United States
ARIZU,Arisz Acquisition Corp. Unit,Financials,Diversified Financial Services,Nano Cap,United States
